parameter_id,IMPC_EYE_001_001
analysis_id,8y67fbypyxk8379
parameter_name,Eye
gene_accession_id,MGI:2444114
pvalue,0.2307278
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zcchc2
