parameter_name,Center permanence time
pvalue,0.2742661
analysis_id,6504k0y47n9643d
parameter_id,JAX_OFD_016_001
mouse_strain,C57BL
gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
