gene_symbol,Bmi1
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,1265ah89mf70ff3
pvalue,0.3471862
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
parameter_id,MGP_IMM_028_001
