gene_symbol,Bach2
parameter_name,Calcium
pvalue,0.4013356
parameter_id,HMGULA_CBC_009_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,kg4s1j6f54h1865
gene_accession_id,MGI:894679
