gene_symbol,Ivd
mouse_life_stage,Early adult
analysis_id,xb6i668y0uxj18f
pvalue,0.2851316
parameter_name,% Pre-pulse inhibition - PPI3
parameter_id,IMPC_ACS_035_001
gene_accession_id,MGI:1929242
mouse_strain,C57BL
