gene_symbol,Ahcy
mouse_life_stage,E12.5
parameter_name,Spleen weight
pvalue,0.8001073
analysis_id,2h36902mkhn2f65
mouse_strain,C57BL
parameter_id,UCD_OWT_003_001
gene_accession_id,MGI:87968
