parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_life_stage,E15.5
parameter_name,Periphery permanence time
mouse_strain,C57BL
analysis_id,o64758if1y2d7c7
pvalue,0.9687031
