gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,s0uvq2v931r0n77
mouse_life_stage,Early adult
pvalue,0.4300993
parameter_id,IMPC_CBC_018_001
parameter_name,Glucose
gene_accession_id,MGI:1914071
