gene_symbol,Lpgat1
analysis_id,m5ha0o44p0h4916
pvalue,0.9106737
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,UCD_OWT_008_001
gene_accession_id,MGI:2446186
parameter_name,Liver weight
