gene_symbol,Mgst2
mouse_life_stage,Early adult
pvalue,0.3450506
parameter_name,Periphery average speed
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:2448481
mouse_strain,C57BL
analysis_id,0rmxog9h6i5eg1z
