parameter_id,MGP_PBI_033_001
pvalue,0.1438755
gene_symbol,Toporsl
gene_accession_id,MGI:1915524
mouse_life_stage,Early adult
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_strain,C57BL
analysis_id,cs821sv1spvw527
