parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
pvalue,0.8212394
mouse_life_stage,Early adult
gene_accession_id,MGI:1920344
analysis_id,7yr3301cql23q59
gene_symbol,Sgip1
mouse_strain,C57BL
