parameter_id,JAX_OFD_021_001
mouse_life_stage,Early adult
gene_symbol,Zmynd19
pvalue,0.9645284
gene_accession_id,MGI:1914437
parameter_name,Number of rears - total
mouse_strain,C57BL
analysis_id,6x5r4u339g3w6p0
