parameter_name,Eye
pvalue,0.5248239
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1922745
parameter_id,M-G-P_014_001_001
analysis_id,ffhknr7ddy715l5
gene_symbol,Morn5
