pvalue,0.7133969
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
mouse_life_stage,Early adult
analysis_id,009u9371mx649a7
parameter_id,IMPC_FEA_106_001
mouse_strain,C57BL
gene_symbol,Arnt
gene_accession_id,MGI:88071
