mouse_strain,C57BL
analysis_id,713it7u5vmmxl57
gene_symbol,Cdin1
parameter_id,MGP_IMM_048_001
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
pvalue,0.7629333
parameter_name,Follicular B cells - % of B2 cells
