parameter_name,Whole arena average speed
gene_symbol,Zmynd8
analysis_id,04wgtke5l396y9t
pvalue,0.4183186
gene_accession_id,MGI:1918025
mouse_strain,129SV
parameter_id,HRWLLA_OFD_009_001
mouse_life_stage,Early adult
