parameter_id,MGP_CSD_025_001
gene_symbol,Cntfr
pvalue,0.7134707
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,50p1we29m873uy6
parameter_name,Ventral coat/hair presence
gene_accession_id,MGI:99605
