gene_symbol,Mms22l
gene_accession_id,MGI:2684980
analysis_id,84u00jt83j4s9yb
pvalue,0.2785678
mouse_life_stage,Early adult
parameter_id,MGP_BMI_014_001
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_strain,C57BL
