parameter_name,Whole arena average speed
parameter_id,IMPC_OFD_009_001
gene_symbol,Cdin1
mouse_life_stage,E9.5
analysis_id,s1q30lk2hb33127
pvalue,0.09999329
mouse_strain,C57BL
gene_accession_id,MGI:3026886
