parameter_id,IMPC_OFD_012_001
pvalue,0.4000909
parameter_name,Periphery permanence time
mouse_strain,C57BL
gene_symbol,Nanp
gene_accession_id,MGI:1914561
analysis_id,877r24a51o1fj1s
mouse_life_stage,E18.5
