gene_symbol,Arpc2
mouse_life_stage,Early adult
analysis_id,zdex8vh6i7sf45v
parameter_id,MGP_IMM_006_001
gene_accession_id,MGI:1923959
mouse_strain,129SV
pvalue,0.6192726
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
