parameter_name,30kHz-evoked ABR Threshold
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_012_001
analysis_id,c9igj45z36xg3m8
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.9337605
