parameter_id,HRWLLA_OFD_007_001
mouse_strain,C57BL
pvalue,0.7758568
analysis_id,hghw03k5v8x1hs7
parameter_name,Whole arena resting time
gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
