gene_symbol,Hspa5
mouse_life_stage,E9.5
parameter_name,Dark side time spent
parameter_id,JAX_LDT_004_001
gene_accession_id,MGI:95835
pvalue,0.4300652
analysis_id,1vbbif59r2dz99b
mouse_strain,C57BL
