gene_symbol,Tnfsf10
analysis_id,ai9k5o47q02cwf0
gene_accession_id,MGI:107414
mouse_strain,C57BL
pvalue,0.5999752
parameter_name,Vocalization
parameter_id,IMPC_CSD_078_001
mouse_life_stage,Early adult
