gene_symbol,Lrrc69
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.08815909
parameter_id,MGP_MLN_006_001
gene_accession_id,MGI:1920564
analysis_id,tg0lnn85y82gn0i
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
