parameter_id,IMPC_GEL_027_001
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
analysis_id,z4pz976mdj53535
pvalue,0.2979203
parameter_name,Neural tube closure
mouse_life_stage,Early adult
mouse_strain,C57BL
