parameter_id,IMPC_GEL_027_001
mouse_life_stage,E12.5
pvalue,0.8081837
gene_accession_id,MGI:1917810
analysis_id,00u789k109ulp35
gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Neural tube closure
