parameter_id,JAX_OFD_013_001
mouse_strain,C57BL
gene_accession_id,MGI:2444554
analysis_id,fon4b1dr5a9afm6
mouse_life_stage,E12.5
pvalue,0.9409205
gene_symbol,Mapkap1
parameter_name,Periphery average speed
