mouse_strain,C57BL
analysis_id,7654fd8c134273h
gene_symbol,Kdm5b
pvalue,0.1631928
gene_accession_id,MGI:1922855
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_034_001
parameter_name,% Pre-pulse inhibition - PPI2
