gene_symbol,Tbl1xr1
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Late adult
pvalue,0.8086569
mouse_strain,C57BL
gene_accession_id,MGI:2441730
parameter_name,Clavicle
analysis_id,pqrir6n9q4i3qp1
