parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8771689
gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,l7bt0f6tk6a4788
