mouse_strain,129SV
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
gene_symbol,Nipal3
analysis_id,j670dw2v359l89y
gene_accession_id,MGI:1921802
pvalue,0.991095
parameter_id,MGP_PBI_032_001
