parameter_id,M-G-P_026_001_004
mouse_life_stage,Early adult
pvalue,3.420322e-09
analysis_id,7abqo469p370w28
mouse_strain,C57BL
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
parameter_name,Coat colouration
