parameter_id,IMPC_CBC_015_001
gene_accession_id,MGI:1915325
mouse_strain,C57BL
gene_symbol,Lurap1
mouse_life_stage,Early adult
pvalue,0.1285031
parameter_name,Total cholesterol
analysis_id,1345s7r9j6n50oo
