gene_symbol,Nipal3
parameter_id,IMPC_XRY_025_001
mouse_life_stage,Early adult
pvalue,0.5414402
gene_accession_id,MGI:1921802
mouse_strain,129SV
parameter_name,Tibia
analysis_id,5016am8eyr2jg02
