parameter_id,IMPC_GEL_063_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dnajc5b
gene_accession_id,MGI:1913576
parameter_name,Delayed embryonic development
analysis_id,7248v4179t5sd05
pvalue,0.4268805
