mouse_life_stage,Early adult
parameter_name,Neural tube morphology
gene_accession_id,MGI:1918345
mouse_strain,C57BL
parameter_id,IMPC_GEL_060_001
gene_symbol,Kif24
analysis_id,hnj76bs0t30b6yz
pvalue,0.5999067
