gene_symbol,Zmynd19
analysis_id,2pb9em3e9qy38xz
mouse_life_stage,Early adult
pvalue,0.7589818
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_005_002
gene_accession_id,MGI:1914437
mouse_strain,C57BL
