parameter_id,MGP_CSD_066_001
gene_accession_id,MGI:109356
analysis_id,63307qr9e820oue
mouse_strain,C57BL
parameter_name,Snout morphology
mouse_life_stage,Early adult
gene_symbol,Snap23
pvalue,0.4826476
