gene_symbol,Arpc2
gene_accession_id,MGI:1923959
analysis_id,7o6040j556457fu
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
pvalue,0.8253529
parameter_id,IMPC_IMM_005_002
mouse_life_stage,Early adult
mouse_strain,129SV
