mouse_life_stage,Early adult
gene_symbol,Tatdn3
pvalue,0.8279252
parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,5744sia106v6op0
gene_accession_id,MGI:1916222
