parameter_id,IMPC_DXA_010_001
gene_accession_id,MGI:99501
gene_symbol,Fgb
pvalue,0.2384784
parameter_name,Bone Area
mouse_strain,C57BL
analysis_id,cu5rf4s6n16ec1f
mouse_life_stage,Early adult
