gene_symbol,Hpca
parameter_id,MGP_MLN_064_001
pvalue,0.3092294
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,q5w2rv2a6g185zi
mouse_strain,C57BL
