gene_symbol,Sla2
pvalue,0.1587641
gene_accession_id,MGI:1925049
parameter_name,Periphery average speed
analysis_id,jpu6qi52unf5s7y
parameter_id,JAX_OFD_013_001
mouse_strain,C57BL
mouse_life_stage,Early adult
