parameter_id,IMPC_CSD_079_001
gene_accession_id,MGI:1914050
pvalue,0.6935077
mouse_life_stage,Early adult
parameter_name,Aggression
analysis_id,0sl1531c1zdoj21
mouse_strain,C57BL
gene_symbol,Trp53rkb
