mouse_life_stage,E12.5
pvalue,0.1367311
analysis_id,obfjb07c20ew5d2
parameter_id,MGP_CSD_064_001
mouse_strain,C57BL
gene_symbol,Bmi1
parameter_name,Head morphology
gene_accession_id,MGI:88174
