parameter_id,IMPC_DXA_010_001
gene_symbol,Zmynd8
mouse_strain,129SV
analysis_id,k8ivdzpra3b7l26
pvalue,0.9390823
parameter_name,Bone Area
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
