parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
gene_accession_id,MGI:99501
gene_symbol,Fgb
pvalue,0.4387781
parameter_name,Hemoglobin
analysis_id,g48pqopxrkys75i
mouse_life_stage,E15.5
