gene_symbol,Eprs1
mouse_life_stage,Early adult
analysis_id,du9h0tu242q49b8
pvalue,0.5124459
mouse_strain,C57BL
parameter_name,Facial Morphology
parameter_id,IMPC_GEP_017_001
gene_accession_id,MGI:97838
