gene_symbol,Hrnr
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
pvalue,0.1435256
parameter_id,MGP_MLN_014_001
gene_accession_id,MGI:3046938
mouse_life_stage,Early adult
analysis_id,gc6l8qv3043125d
