gene_symbol,Slc30a4
mouse_strain,C57BL
analysis_id,8n3j0c54bdhuly1
gene_accession_id,MGI:1345282
pvalue,0.06571848
parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Middle aged adult
parameter_name,Lean mass
