gene_symbol,Dmap1
pvalue,0.06873493
parameter_name,Hindlimb digit - size
mouse_strain,C57BL
parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:1913483
mouse_life_stage,E12.5
analysis_id,jqfem1o95367161
