gene_symbol,Bmi1
pvalue,0.570183
gene_accession_id,MGI:88174
parameter_id,IMPC_GEL_006_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Pericardium Morphology
analysis_id,989n52c2rj7d8kd
