mouse_strain,129SV
analysis_id,6x0i40r3w6o82ny
parameter_name,HDL-cholesterol
pvalue,0.6497873
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_016_001
gene_symbol,Bpifa3
