parameter_id,MGP_IMM_089_001
gene_accession_id,MGI:1916846
pvalue,0.6983586
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ap5s1
parameter_name,KLRG1+ gd T cells - % of CD45+
analysis_id,9k5xn41zbw0owqy
