gene_symbol,Sass6
mouse_life_stage,E9.5
analysis_id,kw410qfg50lfvbs
gene_accession_id,MGI:1920026
parameter_id,IMPC_ACS_006_001
pvalue,0.4299812
parameter_name,Response amplitude - S
mouse_strain,C57BL
