gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.4218444
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
parameter_id,IMPC_OFD_016_001
analysis_id,6av0h6stez4i1b9
parameter_name,Center permanence time
