parameter_id,IMPC_FEA_003_001
mouse_strain,C57BL
gene_symbol,Slc39a10
parameter_name,Conditioning Baseline % Freezing Time
analysis_id,s5ks3079789cz97
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
pvalue,0.9192956
