mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,JAX_LDT_004_001
pvalue,0.8100566
analysis_id,2v0a1160164tig0
gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_name,Dark side time spent
