parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:2685266
gene_symbol,Pglyrp3
analysis_id,9466s18g95329w0
parameter_name,Periphery permanence time
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4478877
