parameter_id,IMPC_ACS_037_001
pvalue,0.4073272
gene_symbol,Wars2
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,8990vj84lxj5gj4
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:1917810
