parameter_id,M-G-P_007_001_010
mouse_life_stage,Late adult
gene_symbol,Tbl1xr1
mouse_strain,C57BL
parameter_name,center - distance
gene_accession_id,MGI:2441730
pvalue,0.2411369
analysis_id,d14i1a59ef72q65
